Image,Predicted_Age1,Predicted_Age2,Predicted_Age3,Predicted_Age4,Predicted_Age5,Predicted_Age6,Predicted_Age7,Predicted_Age8,Average_Age,Target_Age,Sigma,Total_Sigma,Diff,Squared_Diff,Total,Exponent,Error
5817.jpg,21,13,11,26,5,24,11,22,16,22,5,45,-5.5774670839,31.1081390724,-0.6893611741,0.5018965912,0.4981034088
5818.jpg,30,28,24,35,27,34,37,31,31,27,4,36,3.7569570541,14.1147263065,-0.3972999244,0.6721324065,0.3278675935
5819.jpg,31,39,34,32,29,35,31,32,33,36,5,44,-3.2793672085,10.754249288,-0.2470131859,0.7811303936,0.2188696064
5820.jpg,30,21,29,27,33,29,19,24,27,31,9,157,-4.4154937267,19.4965848508,-0.12450376,0.8829349415,0.1170650585
5821.jpg,24,23,24,28,21,23,23,31,25,30,8,137,-5.3612890244,28.7434200026,-0.210020435,0.8105676819,0.1894323181
5822.jpg,33,35,32,30,31,33,29,30,32,32,6,64,-0.2296631336,0.052745155,-0.0008247229,0.9991756171,0.0008243829
5823.jpg,12,11,20,26,9,14,22,6,15,11,2,9,3.921202302,15.375827493,-1.7430861077,0.1749795607,0.8250204393
5824.jpg,41,51,55,51,58,56,48,58,52,67,7,112,-14.5553255081,211.8575006475,-1.8870808869,0.1515134488,0.8484865512
5825.jpg,38,39,38,37,42,38,40,42,40,40,5,50,-0.4677662849,0.2188052973,-0.004365519,0.995643996,0.004356004
5826.jpg,18,20,19,12,17,21,11,22,18,29,5,44,-11.4955490827,132.1476487137,-2.9852195607,0.0505284083,0.9494715917
5827.jpg,37,43,47,36,37,36,41,53,41,46,7,107,-4.7787556648,22.8365057042,-0.2139129254,0.8074186876,0.1925813124
5828.jpg,42,40,46,38,43,39,40,43,41,41,6,82,0.353386879,0.1248822862,-0.0015153973,0.9984857503,0.0015142497
5829.jpg,51,44,53,47,46,51,51,49,49,47,6,65,2.0164036751,4.0658837809,-0.0629720507,0.9389697168,0.0610302832
5830.jpg,46,46,46,45,45,47,47,47,46,44,5,44,2.0876188278,4.3581523704,-0.0998980409,0.9049296791,0.0950703209
5831.jpg,25,28,26,26,27,27,27,27,27,26,3,23,0.6583123207,0.4333751116,-0.0189255931,0.9812523715,0.0187476285
5832.jpg,25,23,24,24,21,24,23,23,23,27,4,35,-3.5796012878,12.8135453799,-0.3693931861,0.691153605,0.308846395
5833.jpg,25,32,33,21,20,34,35,30,29,15,2,7,13.8125157356,190.785590947,-28.2423739144,5.42616321810165E-013,1
5834.jpg,44,47,46,48,52,45,51,46,48,63,6,78,-15.3829879761,236.6363190725,-3.027215729,0.0484503494,0.9515496506
5835.jpg,28,31,31,33,29,37,30,29,31,34,6,81,-3.0685369968,9.415919301,-0.1162530934,0.8902498784,0.1097501216
5836.jpg,28,33,38,33,33,33,32,30,33,38,5,54,-5.4524044991,29.7287148214,-0.5552777194,0.5739128523,0.4260871477
5837.jpg,30,30,38,39,34,31,25,44,34,38,5,53,-4.1494755745,17.2181475434,-0.3263324287,0.7215652786,0.2784347214
5838.jpg,45,52,48,52,45,48,52,48,49,38,8,127,10.6711063385,113.8725104878,-0.8967035726,0.4079120985,0.5920879015
5839.jpg,41,41,41,41,45,40,41,41,42,35,4,40,6.5059170723,42.3269569517,-1.0514386003,0.3494346905,0.6505653095
5840.jpg,38,56,60,38,53,36,43,23,43,14,2,6,29.3004069328,858.5138464299,-149.9750778821,7.35616145673639E-066,1
5841.jpg,57,58,62,63,61,59,59,59,60,63,5,43,-3.2035999298,10.2630525102,-0.2362476272,0.7895851269,0.2104148731
5842.jpg,55,46,51,52,42,47,55,49,50,50,13,360,-0.4559726715,0.2079110772,-0.0005772281,0.9994229384,0.0005770616
5843.jpg,32,35,41,30,33,41,41,32,36,40,8,126,-4.302626133,18.51259164,-0.1465536812,0.8636793677,0.1363206323
5844.jpg,37,36,36,37,35,42,48,32,38,40,10,206,-2.0639233589,4.2597796315,-0.0206885849,0.9795239556,0.0204760444
5845.jpg,29,32,36,34,36,35,31,30,33,29,0,0,3.8150036335,14.5542527236,-276.7329447005,6.55253207799106E-121,1
5846.jpg,26,24,25,31,26,32,25,24,27,27,4,37,-0.2548525333,0.0649498137,-0.0017551821,0.9982463574,0.0017536426
5847.jpg,21,27,26,27,27,22,24,22,24,21,3,14,3.4835920334,12.135413455,-0.8501272964,0.427360527,0.572639473
5848.jpg,41,39,41,40,39,43,41,41,40,42,4,35,-1.5253372192,2.3266536324,-0.065804248,0.9363141317,0.0636858683
5849.jpg,36,40,42,40,40,43,37,40,40,56,8,135,-16.2547197342,264.2159136374,-1.9503445955,0.142225053,0.857774947
5850.jpg,25,29,30,28,29,31,28,29,29,27,5,49,1.6693763733,2.7868174757,-0.0567279094,0.9448511195,0.0551488805
5852.jpg,23,24,24,26,25,26,27,28,25,25,3,19,0.2363433838,0.0558581951,-0.0030186839,0.9969858678,0.0030141322
5853.jpg,40,42,37,39,39,42,39,40,40,47,4,33,-7.2763991356,52.9459843806,-1.5916955639,0.2035801358,0.7964198642
5854.jpg,25,27,27,27,27,27,28,27,27,29,4,35,-2.1523010731,4.6323999091,-0.1335559986,0.87497847,0.12502153
5855.jpg,16,19,9,21,15,20,16,19,17,23,5,41,-5.9729325771,35.6759235709,-0.8718921485,0.4181595802,0.5818404198
5856.jpg,45,42,50,39,42,42,43,46,44,40,9,175,3.5721125603,12.7599881432,-0.0730621677,0.9295430407,0.0704569593
5857.jpg,29,34,29,29,31,29,30,33,31,26,4,26,4.5894165039,21.0627438464,-0.8131900037,0.4434412284,0.5565587716
5858.jpg,28,29,30,27,27,25,23,30,27,32,5,58,-4.8002803326,23.0426912712,-0.3941867624,0.674228124,0.325771876
5859.jpg,29,30,31,35,31,30,31,32,31,30,4,35,1.2194855213,1.4871449367,-0.0423490498,0.9585351457,0.0414648543
5860.jpg,33,31,34,34,29,31,33,33,32,32,4,35,0.2462248802,0.0606266916,-0.0017147649,0.9982867045,0.0017132955
5861.jpg,52,53,50,53,56,55,50,57,53,53,5,60,0.3084778786,0.0951586016,-0.0015840752,0.9984171788,0.0015828212
5862.jpg,40,36,42,38,32,37,33,35,37,29,4,28,7.6045572758,57.8292913604,-2.032875407,0.1309584205,0.8690415795
5863.jpg,23,24,27,22,22,23,25,21,23,27,3,18,-3.7920351029,14.3795302213,-0.7902885607,0.4537138524,0.5462861476
5864.jpg,42,49,39,40,37,45,36,34,41,42,6,76,-1.4775366783,2.1831146358,-0.0286791988,0.971728146,0.028271854
5865.jpg,23,24,23,25,22,20,25,24,23,26,3,19,-2.8967678547,8.3912640039,-0.449143199,0.6381747062,0.3618252938
5866.jpg,25,24,25,28,25,24,22,26,25,24,3,19,0.9322357178,0.8690634335,-0.0455934562,0.9554303075,0.0445696925
5867.jpg,72,67,65,62,71,64,66,69,67,65,7,93,1.9043626785,3.6265972114,-0.0388324906,0.961911825,0.038088175
5868.jpg,36,41,36,40,43,38,45,45,41,42,6,69,-1.4494161606,2.1008072066,-0.030260006,0.9701932446,0.0298067554
5869.jpg,32,27,33,28,29,28,30,31,30,29,4,29,0.6547949314,0.4287564022,-0.0149218913,0.9851888885,0.0148111115
5870.jpg,32,33,33,36,33,34,34,37,34,38,7,93,-4.1606526375,17.3110303697,-0.1869441725,0.8294900435,0.1705099565
5871.jpg,27,28,29,26,28,29,30,26,28,31,8,123,-3.1107943058,9.677041213,-0.0786228972,0.9243884482,0.0756115518
5872.jpg,42,43,43,43,43,42,45,44,43,43,6,65,-0.0020427704,4.17291085266815E-006,-6.38462700119762E-008,0.9999999362,6.38462679392049E-008
5873.jpg,36,46,35,41,45,38,37,40,40,42,8,138,-2.2855029106,5.2235235544,-0.0379257014,0.9627844718,0.0372155282
5874.jpg,10,15,19,10,14,13,16,11,13,26,5,43,-12.5658056736,157.8994722269,-3.6388858916,0.0262816082,0.9737183918
5875.jpg,46,46,44,47,50,42,42,41,45,46,7,97,-1.1787347793,1.38941568,-0.0143339018,0.9857683394,0.0142316606
5876.jpg,33,37,35,32,35,33,37,33,34,35,4,31,-0.749994278,0.562491417,-0.0183925842,0.9817755272,0.0182244728
5877.jpg,35,38,43,35,43,40,41,42,39,55,6,61,-15.5128026008,240.6470445329,-3.9194921189,0.0198511742,0.9801488258
5878.jpg,27,34,25,28,27,30,25,33,29,29,4,34,-0.3816328049,0.1456435978,-0.0042811169,0.995728034,0.004271966
5879.jpg,32,36,32,36,36,36,33,39,35,36,6,66,-0.9484100342,0.8994815929,-0.0136222668,0.9864700964,0.0135299036
5880.jpg,25,22,24,22,22,23,24,22,23,26,4,34,-2.8840179443,8.3175595032,-0.2447437731,0.7829051139,0.2170948861
5881.jpg,38,35,37,42,40,39,41,38,39,50,7,102,-11.1250433922,123.7665904779,-1.2166915291,0.2962085449,0.7037914551
5882.jpg,40,48,48,52,55,53,53,55,50,61,8,122,-10.562713623,111.5709190825,-0.9151702841,0.4004484303,0.5995515697
5883.jpg,57,56,54,57,55,59,59,58,57,69,6,73,-12.2754716873,150.687205146,-2.0543834842,0.1281718312,0.8718281688
5884.jpg,31,36,33,30,59,57,45,49,43,22,4,34,20.6549742222,426.627960119,-12.6304330318,3.27094039523107E-006,0.9999967291
5885.jpg,30,33,36,36,34,32,31,29,33,21,5,44,11.6014459133,134.5935472795,-3.0507389334,0.0473239422,0.9526760578
5886.jpg,42,42,42,44,42,40,43,45,42,46,5,60,-3.684363842,13.5745369205,-0.2248925116,0.7986020546,0.2013979454
5887.jpg,33,34,49,42,47,48,51,41,43,26,4,28,17.2396245003,297.2046529102,-10.7743416242,2.09296943675476E-005,0.9999790703
5888.jpg,35,40,41,38,40,37,38,40,39,41,5,53,-2.1914076805,4.8022676222,-0.0914066546,0.9126465035,0.0873534965
5889.jpg,12,6,10,7,4,7,4,7,7,4,1,2,3.0663662553,9.4026020117,-4.1571822697,0.0156515978,0.9843484022
5890.jpg,33,33,32,34,32,33,34,36,33,41,5,53,-7.5275638103,56.6642169188,-1.0700357671,0.3429962492,0.6570037508
5891.jpg,33,37,36,34,30,40,34,40,36,30,4,40,5.6722540855,32.174466411,-0.794866202,0.4516416596,0.5483583404
5892.jpg,59,56,58,59,58,60,57,62,59,69,7,102,-10.2532691955,105.1295291963,-1.0260916214,0.3584050092,0.6415949908
5893.jpg,27,28,28,27,30,31,27,29,28,28,4,35,0.2408447266,0.0580061823,-0.0016734903,0.9983279092,0.0016720908
5894.jpg,31,36,26,33,37,32,31,33,33,29,4,27,3.5253150463,12.4278461757,-0.4555467807,0.6341011589,0.3658988411
5895.jpg,47,59,43,44,48,50,59,52,50,53,7,104,-2.8972582817,8.3941055509,-0.0807803293,0.9223962926,0.0776037074
5896.jpg,23,13,22,21,11,8,19,26,18,24,4,32,-6.0625240803,36.754198224,-1.1571330012,0.314386235,0.685613765
5897.jpg,2,2,1,2,2,2,1,2,2,1,0,0,0.6358842403,0.404348767,-0.9731326997,0.377897343,0.622102657
5898.jpg,42,50,45,47,45,43,46,45,45,54,8,124,-8.5879654884,73.7531512306,-0.5958449817,0.5510967024,0.4489032976
5899.jpg,27,26,27,28,24,28,27,24,26,24,5,47,2.2652246952,5.1312429198,-0.1098747111,0.8959463804,0.1040536196
5900.jpg,35,36,31,39,25,31,30,33,32,13,4,36,19.4813427925,379.5227169996,-10.5083372327,2.73078259326392E-005,0.9999726922
5901.jpg,28,27,29,25,28,27,27,26,27,27,4,32,0.1401844025,0.0196516667,-0.0006089437,0.9993912417,0.0006087583
5902.jpg,42,50,47,52,55,51,47,53,50,72,5,51,-22.4585747719,504.3875807844,-9.950756438,4.76915445942963E-005,0.9999523085
5903.jpg,39,43,39,35,35,43,35,41,39,40,5,48,-1.068403244,1.1414854918,-0.0236573909,0.9766202515,0.0233797485
5904.jpg,37,37,55,54,23,45,32,50,42,34,6,61,7.6921858788,59.1697235935,-0.9771677481,0.3763755812,0.6236244188
5905.jpg,21,33,30,13,12,9,29,11,20,37,6,67,-17.2625789642,297.9966324963,-4.4662496364,0.0114903281,0.9885096719
5906.jpg,28,31,31,22,35,29,34,41,32,34,6,74,-2.4596467018,6.0498618978,-0.0814870173,0.9217446765,0.0782553235
5907.jpg,32,13,16,27,27,25,28,21,24,24,0,0,-0.4393539429,0.1930318871,-1.8875761045,0.1514384353,0.8485615647
5908.jpg,34,37,34,37,33,30,36,36,35,38,5,41,-3.3579964638,11.2761402507,-0.2741340389,0.760230168,0.239769832
5909.jpg,53,49,48,51,51,55,51,48,51,56,7,107,-5.319214344,28.2940412377,-0.2634831921,0.7683705371,0.2316294629
5910.jpg,40,40,40,40,42,46,43,44,42,36,7,103,5.8033957481,33.6794022095,-0.327928153,0.7204147775,0.2795852225
5911.jpg,39,41,41,38,37,37,41,35,39,39,6,66,-0.3411550522,0.1163867696,-0.0017653506,0.9982362067,0.0017637933
5912.jpg,37,31,33,30,36,33,32,33,33,33,4,34,0.1614847183,0.0260773143,-0.0007713475,0.9992289499,0.0007710501
5913.jpg,21,24,21,22,22,25,22,23,22,19,3,14,3.4005477428,11.5637249513,-0.8078556571,0.4458130179,0.5541869821
5914.jpg,25,28,29,32,32,34,31,26,30,18,3,21,11.7131979466,137.1990061353,-6.5001148878,0.0015032665,0.9984967335
5915.jpg,31,33,33,34,33,36,29,31,33,30,5,45,2.514844656,6.3244436437,-0.1395988678,0.8697070329,0.1302929671
5916.jpg,49,48,46,43,43,48,42,41,45,49,8,144,-3.902718544,15.2312120338,-0.1059050957,0.8995100114,0.1004899886
5917.jpg,31,35,34,34,35,35,35,38,35,32,5,49,2.5953691006,6.7359407682,-0.1383952999,0.8707544146,0.1292455854
5918.jpg,25,27,24,28,19,18,28,27,24,24,0,0,0.3923580647,0.1539448509,-1.4624760819,0.23166195,0.76833805
5919.jpg,55,55,50,49,53,51,56,46,52,52,6,65,-0.0842318535,0.0070950051,-0.0001088819,0.999891124,0.000108876
5920.jpg,24,25,28,26,27,24,24,25,26,22,3,24,3.5012538433,12.2587784753,-0.5023060899,0.605133557,0.394866443
5921.jpg,25,28,32,30,28,30,29,31,29,29,5,45,0.1130046845,0.0127700587,-0.0002864788,0.9997135623,0.0002864377
5922.jpg,26,35,33,26,27,31,28,29,29,33,5,52,-3.5530312061,12.6240307519,-0.2446754676,0.7829585924,0.2170414076
5923.jpg,29,25,29,27,29,28,30,27,28,27,4,25,0.8913066387,0.7944275242,-0.0312048677,0.9692769792,0.0307230208
5924.jpg,26,26,27,28,26,27,28,27,27,21,3,23,5.9268419743,35.1274557878,-1.5024988826,0.2225732802,0.7774267198
5925.jpg,18,10,10,25,8,22,6,17,15,20,3,23,-5.3241115809,28.3461641254,-1.242663593,0.2886144418,0.7113855582
5926.jpg,53,42,47,45,53,48,49,45,48,53,7,99,-5.2599902153,27.6674970651,-0.2785429113,0.7568857881,0.2431142119
5927.jpg,54,55,56,57,53,55,56,55,55,54,6,80,1.2022790909,1.4454750124,-0.018173584,0.9819905597,0.0180094403
5928.jpg,27,29,27,23,24,26,29,30,27,29,6,65,-2.1211605072,4.4993218973,-0.0690422579,0.9332872405,0.0667127595
5929.jpg,27,27,22,30,24,28,15,22,25,37,5,49,-12.4667443037,155.4197135338,-3.1588190751,0.0424758723,0.9575241277
5930.jpg,27,27,27,25,27,26,27,27,27,29,3,22,-2.3211991787,5.3879656271,-0.2450979698,0.7826278606,0.2173721394
5931.jpg,28,27,28,25,27,27,25,23,26,25,5,44,1.3368859291,1.7872639875,-0.0406337059,0.9601807741,0.0398192259
5932.jpg,55,44,53,49,56,45,51,54,51,61,5,41,-10.1162633896,102.3387849677,-2.5154774743,0.0808243115,0.9191756885
5933.jpg,77,75,76,75,80,73,74,77,76,87,6,84,-11.0841207504,122.8577328095,-1.4683383486,0.2303078588,0.7696921412
5934.jpg,27,27,29,30,26,27,29,27,28,28,5,54,-0.1017026901,0.0103434372,-0.0001931453,0.9998068734,0.0001931266
5935.jpg,25,27,28,27,25,25,26,29,27,24,3,21,2.5329420567,6.4157954623,-0.3018290031,0.7394645002,0.2605354998
5936.jpg,7,6,6,6,7,5,5,7,6,4,1,3,2.2148822546,4.9057034018,-1.543177379,0.2137010124,0.7862989876
5937.jpg,25,24,24,27,25,28,28,26,26,26,4,32,-0.4116389751,0.1694466459,-0.0053099166,0.9947041561,0.0052958439
5938.jpg,44,43,43,50,48,41,44,52,45,47,8,138,-1.5504255295,2.4038193225,-0.0174012393,0.9827492879,0.0172507121
5939.jpg,27,28,26,29,30,32,24,25,28,27,3,21,0.7718708515,0.5957846114,-0.0285224903,0.971880436,0.028119564
5940.jpg,70,76,78,76,76,73,73,77,75,77,7,86,-2.081328392,4.3319278754,-0.0501472118,0.9510894027,0.0489105973
5941.jpg,55,56,54,57,53,53,57,56,55,58,7,99,-2.8968496323,8.391737792,-0.0847982539,0.9186976093,0.0813023907
5942.jpg,37,40,37,36,38,42,38,32,37,33,4,37,4.2972757816,18.4665791435,-0.4985032458,0.6074391668,0.3925608332
5943.jpg,35,39,37,36,36,40,39,39,38,32,4,39,5.5657982826,30.9781105227,-0.7918739907,0.4529950908,0.5470049092
5944.jpg,32,28,32,30,26,32,29,30,30,30,5,50,-0.219555378,0.048204564,-0.0009663784,0.9990340884,0.0009659116
5945.jpg,62,62,62,61,64,59,62,63,62,66,6,63,-3.9032502174,15.2353622599,-0.2407145228,0.7860659982,0.2139340018
5946.jpg,43,44,44,46,45,44,42,46,44,40,5,50,4.2121458053,17.7421722855,-0.3521123802,0.7032010917,0.2967989083
5947.jpg,42,36,40,36,44,40,38,43,40,36,6,63,4.0032300949,16.0258511928,-0.2555132568,0.7745188688,0.2254811312
5948.jpg,43,43,34,50,45,41,36,40,42,46,6,61,-4.3098602295,18.5748951977,-0.302955473,0.7386319847,0.2613680153
5949.jpg,30,32,29,33,30,31,33,36,32,46,6,63,-14.3300638199,205.3507290816,-3.2359972947,0.0393209708,0.9606790292
5950.jpg,57,62,60,59,61,59,59,59,60,62,8,113,-2.3503069878,5.5239429367,-0.0486762908,0.9524894094,0.0475105906
5951.jpg,32,30,40,28,31,33,32,36,33,32,5,51,0.8550746441,0.731152647,-0.0143460666,0.9857563479,0.0142436521
5952.jpg,53,47,50,54,47,46,50,51,50,41,6,76,8.7297897339,76.2092287978,-1.0050058118,0.3660425074,0.6339574926
5953.jpg,66,69,66,67,62,69,69,69,67,65,6,82,2.0912232399,4.373214639,-0.0534063932,0.9479946756,0.0520053244
5954.jpg,29,34,39,30,44,38,30,36,35,33,6,62,2.0854718685,4.3491929144,-0.0701830013,0.9322232062,0.0677767938
5955.jpg,23,24,27,20,22,29,25,28,25,27,5,46,-2.1436886787,4.5954011513,-0.100954878,0.9039738211,0.0960261789
5956.jpg,49,53,62,52,58,56,54,58,55,75,8,113,-19.6021728516,384.2451805023,-3.3907992262,0.0336817468,0.9663182532
5957.jpg,29,28,26,34,27,32,38,29,31,28,5,56,2.5595490933,6.5512915608,-0.1166181585,0.8899249386,0.1100750614
5958.jpg,31,30,32,35,33,43,32,31,33,37,6,74,-3.6557283401,13.364349697,-0.181343681,0.8341486284,0.1658513716
5959.jpg,24,27,24,21,23,24,22,22,23,34,5,59,-10.6682047844,113.8105933213,-1.9169240839,0.1470586071,0.8529413929
5960.jpg,27,29,30,28,27,30,28,30,29,32,8,129,-3.21220541,10.3182635961,-0.0797271681,0.9233682363,0.0766317637
5961.jpg,56,59,59,60,55,64,60,58,59,57,8,127,1.9086260795,3.6428535115,-0.0287838718,0.9716264376,0.0283735624
5962.jpg,29,32,29,29,30,29,29,28,29,28,4,28,1.4221162796,2.0224147127,-0.0712806162,0.9312005455,0.0687994545
5963.jpg,24,24,25,23,26,23,24,25,24,30,4,30,-5.7528364658,33.0951274027,-1.1027359091,0.3319616233,0.6680383767
5964.jpg,54,52,54,45,50,52,56,53,52,57,7,88,-4.98072052,24.8075768985,-0.2810830032,0.7549656683,0.2450343317
5965.jpg,26,27,27,26,26,25,28,24,26,22,4,38,3.9923534393,15.9388859845,-0.4214372472,0.6561031594,0.3438968406
5966.jpg,24,25,27,32,28,30,23,31,27,24,4,32,3.3147568703,10.9876131089,-0.3428731756,0.7097282167,0.2902717833
5967.jpg,39,38,39,38,36,38,40,36,38,43,6,78,-5.051633358,25.5189995837,-0.3254295256,0.7222170763,0.2777829237
5968.jpg,35,46,41,42,54,47,43,43,44,35,5,60,8.6420984268,74.6858652186,-1.2374428833,0.2901251541,0.7098748459
5969.jpg,22,22,22,24,18,25,18,21,22,22,4,33,-0.4263362884,0.1817626308,-0.0055001098,0.9945149881,0.0054850119
5970.jpg,27,27,24,27,28,28,24,26,26,33,5,45,-6.7666332722,45.7873258399,-1.0270426635,0.358064313,0.641935687
5971.jpg,3,3,2,1,2,2,2,3,2,2,1,1,0.1526689828,0.0233078183,-0.0290142152,0.9714026557,0.0285973443
5972.jpg,31,34,32,34,32,31,30,31,32,35,5,47,-3.0996108055,9.6075871457,-0.2037299248,0.8156826371,0.1843173629
5973.jpg,48,46,47,48,46,40,47,48,46,43,7,101,3.1987481117,10.2319894823,-0.1014043667,0.9035675863,0.0964324137
5974.jpg,29,32,31,34,32,32,29,31,31,31,7,87,0.1785655022,0.0318856386,-0.0003656517,0.9996344151,0.0003655849
5975.jpg,30,29,32,30,30,30,33,28,30,29,3,21,1.3019404411,1.6950489123,-0.0823736498,0.9209277899,0.0790722101
5976.jpg,15,21,15,10,14,14,10,15,14,25,4,28,-10.7970558405,116.5764148227,-4.208910008,0.0148625596,0.9851374404
5977.jpg,39,45,46,39,32,39,41,45,41,46,7,103,-5.2280967236,27.3329953508,-0.2647636397,0.7673873085,0.2326126915
5978.jpg,31,40,37,34,39,34,33,44,36,37,8,143,-0.653358221,0.426876965,-0.0029804261,0.997024011,0.002975989
5979.jpg,31,32,29,33,33,33,33,34,32,39,5,57,-6.7012701035,44.9070209995,-0.784962333,0.4561368828,0.5438631172
5980.jpg,34,32,38,33,29,40,35,33,34,45,6,73,-10.7412075996,115.3735406986,-1.5759965795,0.206801356,0.793198644
5981.jpg,24,20,20,21,23,21,23,19,21,14,3,19,7.3696877956,54.3122982053,-2.861952897,0.0571570294,0.9428429706
5982.jpg,26,29,28,30,27,27,26,26,27,30,4,26,-2.7753756046,7.7027097469,-0.2943884351,0.7449870561,0.2550129439
5983.jpg,58,64,62,59,54,49,62,62,59,71,7,91,-12.231364727,149.6062830857,-1.6398818302,0.1940029662,0.8059970338
5984.jpg,23,24,26,22,23,24,23,24,23,20,3,20,3.4967586994,12.227321402,-0.601738258,0.5478584885,0.4521415115
5985.jpg,45,43,43,44,42,45,41,43,43,37,5,59,6.2945623398,39.6215150495,-0.6714430346,0.5109706971,0.4890293029
5986.jpg,43,46,34,40,33,39,33,9,35,18,3,21,16.6938606501,278.6849834038,-13.1590667993,1.92792396594944E-006,0.9999980721
5987.jpg,30,27,28,29,27,31,25,34,29,31,6,77,-2.2370090485,5.004209483,-0.0650751832,0.9369970143,0.0630029857
5988.jpg,13,17,9,6,6,22,8,6,11,7,2,5,4.078840971,16.6369436667,-3.335704897,0.0355894904,0.9644105096
5989.jpg,31,34,31,37,34,35,36,34,34,30,4,36,3.7896683216,14.3615859877,-0.3989977112,0.6709922371,0.3290077629
5990.jpg,27,29,26,24,24,25,23,24,25,25,4,36,0.2580969334,0.066614027,-0.0018655166,0.9981362224,0.0018637776
5991.jpg,33,34,33,37,35,31,32,31,33,40,6,74,-6.6329545975,43.9960866922,-0.5912990188,0.5536076706,0.4463923294
5992.jpg,29,36,33,33,33,34,33,35,33,37,6,74,-3.8931663036,15.1567438677,-0.2049589653,0.8146807459,0.1853192541
5993.jpg,45,54,54,52,55,51,56,53,52,53,7,109,-0.5625648499,0.3164792103,-0.0029137347,0.9970905061,0.0029094939
5994.jpg,14,12,15,17,19,17,16,9,15,13,2,12,1.8918710947,3.579176239,-0.2983954758,0.7420078356,0.2579921644
5995.jpg,40,33,37,33,41,34,40,37,37,30,6,76,7.0716986656,50.0089220175,-0.6576328887,0.5180762283,0.4819237717
5996.jpg,17,18,18,18,20,18,16,18,18,19,4,26,-1.0256485939,1.0519550381,-0.0401772925,0.9606191135,0.0393808865
5997.jpg,20,19,18,20,16,16,18,14,18,19,3,22,-1.3730615377,1.8852979864,-0.0838069394,0.9196087792,0.0803912208
5998.jpg,48,43,48,47,49,48,44,40,46,47,7,97,-1.0126481056,1.0254561858,-0.010591828,0.9894640679,0.0105359321
5999.jpg,63,65,64,70,70,70,67,69,67,71,7,91,-3.745490551,14.0286994675,-0.1547101837,0.8566634166,0.1433365834
6000.jpg,53,57,57,55,57,54,52,54,55,57,7,102,-2.0880317688,4.3598766675,-0.0427438889,0.9581567532,0.0418432468
6001.jpg,43,40,34,34,44,46,43,35,40,46,11,228,-6.2589421272,39.174356552,-0.1721429867,0.8418587899,0.1581412101
6002.jpg,52,47,41,50,42,40,45,42,45,46,6,64,-0.9253740311,0.8563170974,-0.01343695,0.9866529228,0.0133470772
6003.jpg,24,25,28,27,25,11,19,27,23,27,4,33,-3.5806701183,12.8211984962,-0.3896683407,0.6772814639,0.3227185361
6005.jpg,32,34,45,33,30,50,34,39,37,38,7,88,-0.9951515198,0.9903265473,-0.0112307388,0.9888320905,0.0111679095
6006.jpg,29,33,38,41,40,33,39,31,36,32,7,85,3.5063557625,12.2945307331,-0.1444727993,0.8654784537,0.1345215463
6007.jpg,26,25,27,25,30,28,26,26,26,29,4,37,-2.6007905007,6.7641112283,-0.1826838853,0.8330314476,0.1669685524
6008.jpg,24,22,24,24,21,24,23,25,23,20,4,26,3.3766181469,11.40155011,-0.4403249471,0.6438271773,0.3561728227
6009.jpg,40,32,28,50,52,29,49,57,42,56,8,124,-13.936573267,194.2280744259,-1.5706191713,0.2079164066,0.7920835934
6010.jpg,7,7,15,6,10,7,7,7,8,27,6,64,-18.804807961,353.620802449,-5.4925987561,0.0041171308,0.9958828692
6011.jpg,26,25,31,24,20,30,25,34,27,23,4,33,3.9092121124,15.28193934,-0.4612969305,0.6304654452,0.3695345548
6012.jpg,12,10,20,7,12,10,8,11,11,28,4,30,-16.6298636198,276.5523640131,-9.283559922,9.29396758533573E-005,0.9999070603
6013.jpg,29,29,34,32,32,30,28,32,31,29,4,27,1.8466541767,3.4101316484,-0.1277442086,0.8800784668,0.1199215332
6014.jpg,28,28,29,26,31,28,29,26,28,29,5,43,-0.8169043064,0.6673326458,-0.0154992205,0.9846202742,0.0153797258
6015.jpg,39,44,38,43,46,45,47,45,43,55,7,88,-11.6461763382,135.6334233002,-1.5379967903,0.2148109822,0.7851890178
6016.jpg,29,38,34,32,31,27,49,24,33,32,4,30,0.9838252067,0.9679120374,-0.0319963596,0.9685101078,0.0314898922
6017.jpg,40,43,41,41,39,38,38,39,40,43,7,86,-3.0233421326,9.1405976505,-0.1065613716,0.8989198783,0.1010801217
6018.jpg,48,42,45,45,50,45,39,39,44,47,6,77,-2.7775845528,7.7149759478,-0.100138445,0.9047121565,0.0952878435
